Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
28350000,0.5312051,137.69230769230768,0.7930839,1.2255332693457603,1.2255332693457603,1.0
28360000,0.6554963,157.73846153846154,0.7759243,1.1752060166362561,1.1752060166362561,1.0
28370000,0.6821061,162.82758620689654,0.74708664,1.2692806472380955,1.2692806472380955,1.0
28380000,0.6145877,155.79365079365078,0.8033299,1.1644158333185173,1.1644158333185173,1.0
28390000,0.68254685,164.81666666666666,0.80333143,1.3200130765555336,1.3200130765555336,1.0
28400000,0.6578573,183.07272727272726,0.78463703,1.2159126849337059,1.2159126849337059,1.0
28410000,0.6947381,163.43103448275863,0.79199314,1.2271413322666596,1.2271413322666596,1.0
28420000,0.6624463,161.8939393939394,0.786514,1.3669999544367646,1.3669999544367646,1.0
28430000,0.6170441,166.77777777777777,0.8337431,1.31815661440293,1.31815661440293,1.0
28440000,0.6388366,151.98214285714286,0.75528824,1.2367897831787498,1.2367897831787498,1.0
28450000,0.56766874,166.25,0.82359314,1.3981777242724858,1.3981777242724858,1.0
28460000,0.6286912,157.74193548387098,0.77858144,1.1568580206123091,1.1568580206123091,1.0
28470000,0.63915974,166.84745762711864,0.7920407,1.1836332971851031,1.1836332971851031,1.0
28480000,0.64711696,170.015873015873,0.7728724,1.1655809030764632,1.1655809030764632,1.0
28490000,0.57065624,149.88888888888889,0.82647663,1.3757225433664937,1.3757225433664937,1.0
28500000,0.563357,152.15151515151516,0.8841711,1.3784605711134095,1.3784605711134095,1.0
28510000,0.56449383,147.28358208955223,0.8434277,1.30379398606384,1.30379398606384,1.0
28520000,0.62578076,154.53225806451613,0.8155809,1.4137015468071377,1.4137015468071377,1.0
28530000,0.58519846,167.1904761904762,0.8008505,1.3182539294163387,1.3182539294163387,1.0
28540000,0.59757894,147.95454545454547,0.8749088,1.4181015015221559,1.4181015015221559,1.0
28550000,0.57745695,163.01639344262296,0.8024399,1.3189376659813474,1.3189376659813474,1.0
28560000,0.59673464,159.98387096774192,0.84545577,1.2850257689433713,1.2850257689433713,1.0
28570000,0.6544329,165.91228070175438,0.8391646,1.3554516768661038,1.3554516768661038,1.0
28580000,0.6047058,153.78125,0.86123675,1.3703999550687889,1.3703999550687889,1.0
28590000,0.65499014,160.98360655737704,0.82916707,1.3239322059577512,1.3239322059577512,1.0
28600000,0.60046667,158.37313432835822,0.8873258,1.332528333721766,1.332528333721766,1.0
28610000,0.6041717,161.11475409836066,0.82639086,1.3620699604352315,1.3620699604352315,1.0
28620000,0.5695266,149.1159420289855,0.87397283,1.4171428070536682,1.4171428070536682,1.0
28630000,0.57666445,148.37878787878788,0.8752369,1.4188605666612133,1.4188605666612133,1.0
28640000,0.6253053,164.87719298245614,0.809525,1.3119788994653183,1.3119788994653183,1.0
28650000,0.5930783,149.5072463768116,0.88589144,1.418170538457001,1.418170538457001,1.0
28660000,0.63718736,160.61290322580646,0.8711826,1.3656221902559673,1.3656221902559673,1.0
28670000,0.62836283,157.33870967741936,0.8289889,1.322603241891646,1.322603241891646,1.0
28680000,0.60308444,158.77777777777777,0.8234656,1.3274812056915835,1.3274812056915835,1.0
28690000,0.61515546,156.34920634920636,0.8331069,1.2858548022566303,1.2858548022566303,1.0
28700000,0.68629366,158.30357142857142,0.80083454,1.2742034590296578,1.2742034590296578,1.0
28710000,0.6093751,170.953125,0.82337594,1.3308905812446028,1.3308905812446028,1.0
28720000,0.58729917,155.58823529411765,0.846288,1.2938715946763308,1.2938715946763308,1.0
28730000,0.6144032,151.08064516129033,0.91775304,1.4166507458402997,1.4166507458402997,1.0
28740000,0.6078551,152.8235294117647,0.90214103,1.3741970158127301,1.3741970158127301,1.0
28750000,0.61413556,158.11290322580646,0.8858198,1.3246557010856808,1.3246557010856808,1.0
28760000,0.58757484,144.67605633802816,0.90145814,1.349858295586374,1.349858295586374,1.0
28770000,0.6040272,149.43076923076924,0.9040946,1.3747968366369605,1.3747968366369605,1.0
28780000,0.63575715,167.29310344827587,0.879486,1.4000965110829164,1.4000965110829164,1.0
28790000,0.59424603,153.1846153846154,0.9041748,1.3756635990558248,1.3756635990558248,1.0
28800000,0.6110726,150.81159420289856,0.8845533,1.3759230289894802,1.3759230289894802,1.0
28810000,0.60366017,154.1578947368421,0.91127306,1.413022917313654,1.413022917313654,1.0
28820000,0.6248234,172.04761904761904,0.9094025,1.3537269430974173,1.3537269430974173,1.0
28830000,0.5654212,148.21875,0.9284019,1.4178468274185434,1.4178468274185434,1.0
28840000,0.56791794,148.57971014492753,0.9195489,1.4220940797754071,1.4220940797754071,1.0
28850000,0.63271177,163.68333333333334,0.8374625,1.3157442145538134,1.3157442145538134,1.0
28860000,0.6399416,156.33870967741936,0.80082834,1.3281580257199463,1.3281580257199463,1.0
28870000,0.566604,147.91549295774647,0.91848814,1.4193570908691202,1.4193570908691202,1.0
28880000,0.5744303,155.55737704918033,0.8600507,1.3282032400125363,1.3282032400125363,1.0
28890000,0.58157116,149.7826086956522,0.8647937,1.3424898187319438,1.3424898187319438,1.0
28900000,0.55763966,142.38571428571427,0.8646786,1.38844281530806,1.38844281530806,1.0
28910000,0.5979128,151.58064516129033,0.8875623,1.4167870564326164,1.4167870564326164,1.0
28920000,0.60424316,152.953125,0.8343438,1.3322905889945105,1.3322905889945105,1.0
28930000,0.5636487,149.08955223880596,0.79127693,1.380513392277618,1.380513392277618,1.0
28940000,0.626606,165.77966101694915,0.8353238,1.359589976631105,1.359589976631105,1.0
28950000,0.6012074,155.73529411764707,0.85397846,1.4111223457686937,1.4111223457686937,1.0
28960000,0.60650647,140.24615384615385,0.8183818,1.3496787528874297,1.3496787528874297,1.0
28970000,0.5475671,164.1969696969697,0.8186569,1.2833568754104467,1.2833568754104467,1.0
28980000,0.5773584,145.1818181818182,0.8485112,1.3459969790124182,1.3459969790124182,1.0
28990000,0.5379715,146.56060606060606,0.86954916,1.4207045549956652,1.4207045549956652,1.0
29000000,0.6619821,172.74137931034483,0.8165834,1.3491660492905115,1.3491660492905115,1.0
29010000,0.63749254,157.46875,0.8094963,1.3680317022261166,1.3680317022261166,1.0
29020000,0.5622465,150.75757575757575,0.8410388,1.37689692560922,1.37689692560922,1.0
29030000,0.577908,156.265625,0.81923777,1.4118922555675872,1.4118922555675872,1.0
29040000,0.57495284,147.04615384615386,0.7902675,1.3410307265244998,1.3410307265244998,1.0
29050000,0.6045008,153.87301587301587,0.84147584,1.4114419031407563,1.4114419031407563,1.0
29060000,0.6260891,166.3968253968254,0.8224605,1.3182843255344778,1.3182843255344778,1.0
29070000,0.60566723,150.70149253731344,0.8514461,1.3010715997374769,1.3010715997374769,1.0
29080000,0.51671153,143.42028985507247,0.9019614,1.4243264228434247,1.4243264228434247,1.0
29090000,0.5590856,152.1492537313433,0.8610559,1.3354447288299673,1.3354447288299673,1.0
29100000,0.5910797,147.26984126984127,0.82670337,1.2992218292783946,1.2992218292783946,1.0
29110000,0.58969826,145.1159420289855,0.8914815,1.4215390843649705,1.4215390843649705,1.0
29120000,0.5541331,158.22727272727272,0.8684056,1.3699120856031324,1.3699120856031324,1.0
29130000,0.58127207,147.6875,0.85691464,1.3790530818514526,1.3790530818514526,1.0
29140000,0.5987509,153.07462686567163,0.86600196,1.375092506186286,1.375092506186286,1.0
29150000,0.5778111,141.53623188405797,0.8910945,1.425173882988916,1.425173882988916,1.0
29160000,0.6244683,153.47619047619048,0.8397852,1.3289555096555323,1.3289555096555323,1.0
29170000,0.5847377,159.6818181818182,0.8680638,1.3268593188840896,1.3268593188840896,1.0
29180000,0.59147674,142.7058823529412,0.8227154,1.3869370959699154,1.3869370959699154,1.0
29190000,0.61034817,150.56338028169014,0.8135162,1.3383176127339111,1.3383176127339111,1.0
29200000,0.60317296,143.66666666666666,0.8475525,1.3868272306792664,1.3868272306792664,1.0
29210000,0.64580303,147.16923076923078,0.8231835,1.3801811985322274,1.3801811985322274,1.0
29220000,0.6442692,159.4,0.8335048,1.3045514494067791,1.3045514494067791,1.0
29230000,0.566638,139.22222222222223,0.8805455,1.3907520629360641,1.3907520629360641,1.0
29240000,0.57532567,146.29850746268656,0.87393695,1.4222089171187202,1.4222089171187202,1.0
29250000,0.58332086,146.3913043478261,0.87036526,1.4191885135535682,1.4191885135535682,1.0
29260000,0.67595387,157.75,0.8268434,1.4073999686166645,1.4073999686166645,1.0
29270000,0.5894328,156.33823529411765,0.89035237,1.2948117168510662,1.2948117168510662,1.0
29280000,0.64123267,149.4516129032258,0.8682119,1.3752386719589271,1.3752386719589271,1.0
29290000,0.67667025,159.76190476190476,0.85374796,1.3639428234762616,1.3639428234762616,1.0
29300000,0.60647976,148.82089552238807,0.88099664,1.379099941671346,1.379099941671346,1.0
29310000,0.6246977,154.83823529411765,0.8835577,1.3356381819638259,1.3356381819638259,1.0
29320000,0.58470565,139.33823529411765,0.8579878,1.3904782116305137,1.3904782116305137,1.0
29330000,0.5757701,142.34328358208955,0.8300124,1.3826696537435055,1.3826696537435055,1.0
29340000,0.6471602,162.2622950819672,0.81721944,1.3604196297829267,1.3604196297829267,1.0
29350000,0.6510965,150.24285714285713,0.82974,1.272692919092279,1.272692919092279,1.0
29360000,0.61633694,150.5,0.8437188,1.4136221725789329,1.4136221725789329,1.0
29370000,0.62689143,154.35294117647058,0.85021645,1.3355999541852404,1.3355999541852404,1.0
29380000,0.71940035,168.98245614035088,0.83978385,1.3497654728848358,1.3497654728848358,1.0
29390000,0.61434877,157.77777777777777,0.8675743,1.3666225445847358,1.3666225445847358,1.0
29400000,0.64559495,152.62121212121212,0.82941,1.2969363185040879,1.2969363185040879,1.0
29410000,0.64829695,158.71428571428572,0.82782185,1.2873374582268298,1.2873374582268298,1.0
29420000,0.55181885,136.67123287671234,0.8990778,1.4301888357020087,1.4301888357020087,1.0
29430000,0.599384,148.8507462686567,0.8687471,1.380549950634732,1.380549950634732,1.0
29440000,0.6035904,140.7704918032787,0.8545701,1.4259474996904857,1.4259474996904857,1.0
29450000,0.59594095,157.59420289855072,0.8510174,1.3323970008093644,1.3323970008093644,1.0
29460000,0.5455377,146.2394366197183,0.8827469,1.4203332863334153,1.4203332863334153,1.0
29470000,0.5695123,135.71428571428572,0.86372674,1.3932956040337465,1.3932956040337465,1.0
29480000,0.5992085,146.34285714285716,0.8695159,1.3836856682385716,1.3836856682385716,1.0
29490000,0.5741873,147.0,0.8636865,1.3808332846471758,1.3808332846471758,1.0
29500000,0.6456049,154.44776119402985,0.80641776,1.2946848017022465,1.2946848017022465,1.0
29510000,0.6009247,153.17460317460316,0.8043645,1.2901047219832738,1.2901047219832738,1.0
29520000,0.5939809,159.171875,0.84406704,1.3287168810573908,1.3287168810573908,1.0
29530000,0.5777906,148.66153846153847,0.8221377,1.3387230279353948,1.3387230279353948,1.0
29540000,0.57929116,146.82608695652175,0.85876334,1.3814617317060338,1.3814617317060338,1.0
29550000,0.56062585,155.62121212121212,0.8781728,1.4113817875358192,1.4113817875358192,1.0
