Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
15010000,0.7635408,141.88571428571427,0.30020988,0.5867072351384854,0.5867072351384854,1.0
15020000,0.79208714,149.5,0.31335485,0.611187676512278,0.611187676512278,1.0
15030000,0.81119,160.85245901639345,-0.6341528,0.46993113419071575,0.46993113419071575,1.0
15040000,0.74299854,113.41304347826087,-0.5682993,0.5915626236698129,0.5915626236698129,1.0
15050000,0.766445,129.36363636363637,-0.40646625,0.551680516306456,0.551680516306456,1.0
15060000,0.76284903,139.25352112676057,-0.32989767,0.6273126728098157,0.6273126728098157,1.0
15070000,0.74364376,113.48235294117647,-0.14077744,0.7167209217021632,0.7167209217021632,1.0
15080000,0.7987281,137.7027027027027,-0.27764115,0.7036273904042701,0.7036273904042701,1.0
15090000,0.7941528,134.08695652173913,-0.1512551,0.6005771366613252,0.6005771366613252,1.0
15100000,0.78514075,137.27397260273972,-0.048617348,0.6767561505102131,0.6767561505102131,1.0
15110000,0.7730261,158.0909090909091,-0.023986569,0.5614121052803416,0.5614121052803416,1.0
15120000,0.75445426,164.75409836065575,0.04284313,0.7206166595220566,0.7206166595220566,1.0
15130000,0.7909876,135.17808219178082,0.116804525,0.6553808177170688,0.6553808177170688,1.0
15140000,0.79454225,136.72602739726028,0.11547054,0.6903862938897251,0.6903862938897251,1.0
15150000,0.8324003,137.92857142857142,0.1850642,0.7138788677017454,0.7138788677017454,1.0
15160000,0.8062999,131.59459459459458,0.17709614,0.5083567486018747,0.5083567486018747,1.0
15170000,0.77391875,131.36708860759492,0.28864294,0.6945717909779304,0.6945717909779304,1.0
15180000,0.8220169,136.05797101449275,0.19266006,0.5568199996437345,0.5568199996437345,1.0
15190000,0.75782233,129.62025316455697,0.32607737,0.6080354316325127,0.6080354316325127,1.0
15200000,0.77880615,153.6969696969697,0.24896125,0.5283661402188815,0.5283661402188815,1.0
15210000,0.82343566,132.61818181818182,0.24080074,0.6821607008044209,0.6821607008044209,1.0
15220000,0.7619303,176.4,0.30833927,0.5100202766665514,0.5100202766665514,1.0
15230000,0.8147949,147.4179104477612,0.3433582,0.6827235117773799,0.6827235117773799,1.0
15240000,0.7933092,157.03225806451613,0.23893113,0.39764261074730606,0.39764261074730606,1.0
15250000,0.81578076,180.75438596491227,0.21498612,0.467182743395197,0.467182743395197,1.0
15260000,0.8717457,164.57627118644066,0.23757164,0.45940343213492424,0.45940343213492424,1.0
15270000,0.80531806,170.26666666666668,0.18449256,0.1852266525228818,0.1852266525228818,1.0
15280000,0.81755877,165.35185185185185,0.23174344,0.5532218060710213,0.5532218060710213,1.0
15290000,0.87871647,208.62,0.16308309,0.4582839795947075,0.4582839795947075,1.0
15300000,0.78892106,142.5909090909091,0.290579,0.6658424206755378,0.6658424206755378,1.0
15310000,0.8201216,202.10204081632654,0.14997861,0.4466124858396749,0.4466124858396749,1.0
15320000,0.8240773,213.9607843137255,0.1954755,0.40368626310544853,0.40368626310544853,1.0
15330000,0.7979942,206.40425531914894,0.18085839,0.4233063728885448,0.4233063728885448,1.0
15340000,0.8012586,162.515625,0.23675741,0.5120718600228429,0.5120718600228429,1.0
15350000,0.7794906,138.35714285714286,0.2930157,0.6803114226886204,0.6803114226886204,1.0
15360000,0.7976876,165.83333333333334,0.22061169,0.4491114626165296,0.4491114626165296,1.0
15370000,0.8376291,162.12280701754386,0.19235632,0.4212982359162548,0.4212982359162548,1.0
15380000,0.8021475,192.5,0.18988968,0.42254508126015755,0.42254508126015755,1.0
15390000,0.7931546,186.55769230769232,0.21487813,0.55951319466222,0.55951319466222,1.0
15400000,0.79150695,168.71666666666667,0.19800413,0.4389099918305874,0.4389099918305874,1.0
15410000,0.8024157,211.72916666666666,0.19099285,0.2506340214229645,0.2506340214229645,1.0
15420000,0.8372552,224.11111111111111,0.11943992,0.24105216497960297,0.24105216497960297,1.0
15430000,0.76665145,176.5084745762712,0.20137845,0.3283172306315652,0.3283172306315652,1.0
15440000,0.76760656,138.54285714285714,0.2286746,0.48470421576164135,0.48470421576164135,1.0
15450000,0.8545246,218.97826086956522,0.17168187,0.4113333279887835,0.4113333279887835,1.0
15460000,0.76745033,152.32835820895522,0.24873248,0.5542984960684135,0.5542984960684135,1.0
15470000,0.83113766,183.85714285714286,0.19894677,0.568399992287159,0.568399992287159,1.0
15480000,0.8073838,184.22,0.15466613,0.36328398406505585,0.36328398406505585,1.0
15490000,0.8105395,175.33333333333334,0.2447146,0.5524215276424701,0.5524215276424701,1.0
15500000,0.78063875,151.14285714285714,0.2516937,0.43118124175816774,0.43118124175816774,1.0
15510000,0.7917533,159.703125,0.21317267,0.3023777671513103,0.3023777671513103,1.0
15520000,0.81174046,198.0612244897959,0.13589886,0.23728161776552395,0.23728161776552395,1.0
